n,input_graph6,output_graph6,case,move,N_old,R_old,N_new,R_new,cross_score,mean_gain
15,NhCOaA??G?_@?C?G??G,NhCOaA??G?_A?C?G??G,leaf_degree_two,pendant_path_fold,537,4477,670,5728,76346,38173/179895
15,NhCOaA??G?_@?C_???G,NhCOaA??G?_A?C_???G,leaf_degree_two,pendant_path_fold,565,4693,694,5924,90118,45059/196055
15,NhCOaA??G?_@?G??_?G,NhCOaA??G?_A?G??_?G,leaf_degree_two,pendant_path_fold,426,3422,514,4254,53296,13324/54741
15,NhCOaA??G?_@?G??_?O,NhCOaA??G?_A?G??_?O,leaf_degree_two,pendant_path_fold,514,4254,624,5305,72274,36137/160368
15,NhCOaA??G?_@?G??_C?,NhCOaA??G?_A?G??_C?,leaf_degree_two,pendant_path_fold,600,4993,732,6241,89724,7477/36600
15,NhCOaA??G?_@?G??o??,NhCOaA??G?_A?G??o??,leaf_degree_two,pendant_path_fold,609,5069,738,6302,96996,16166/74907
15,NhCOaA??G?_@?G_???G,NhCOaA??G?_A?G_???G,leaf_degree_two,pendant_path_fold,626,5202,754,6430,102872,25718/118001
15,NhCOaA??G?_@_???_?G,NhCOaA??G?_A_???_?G,leaf_degree_two,pendant_path_fold,477,3821,562,4638,64924,32462/134037
15,NhCOaA??G?_@_???_?O,NhCOaA??G?_A_???_?O,leaf_degree_two,pendant_path_fold,582,4786,688,5817,92726,46363/200208
15,NhCOaA??G?_@_???o??,NhCOaA??G?_A_???o??,leaf_degree_two,pendant_path_fold,685,5641,812,6865,122033,122033/556220
15,NhCOaA??G?_A?C?G??G,NhCOaA??G?_A?C?G?C?,leaf_degree_two,pendant_path_fold,670,5728,867,7543,87634,43817/290445
15,NhCOaA??G?_A?C_???G,NhCOaA??G?_A?C_?O??,leaf_degree_two,pendant_path_fold,694,5924,903,7831,85342,42671/313341
15,NhCOaA??G?_A?G??_?O,NhCOaA??G@?C?G??_?O,cherry,fold,624,5305,951,8231,91089,10121/65936
15,NhCOaA??G?_A?G??_C?,NhCOaA??G?_A?G?G?C?,leaf_degree_two,pendant_path_fold,732,6241,951,8231,89901,9989/77348
15,NhCOaA??G?_A?G??o??,NhCOaA??G?_A?G?GO??,leaf_degree_two,pendant_path_fold,738,6302,952,8269,103018,51509/351288
15,NhCOaA??G?_A?G_???G,NhCOaA??G?_A?G_?O??,leaf_degree_two,pendant_path_fold,754,6430,984,8509,88666,44333/370968
15,NhCOaA??G?_A_???_?G,NhCOaA??G?_A_???_?O,leaf_degree_two,pendant_path_fold,562,4638,688,5817,78210,39105/193328
15,NhCOaA??G?_A_???_?O,NhCOaA??G?_A_?_?O??,cherry,fold,688,5817,1063,9095,73889,73889/731344
15,NhCOaA??G?_A_???o??,NhCOaA??G?_A_?_?O??,leaf_degree_two,pendant_path_fold,812,6865,1063,9095,87645,87645/863156
15,NhCOaA??G?_C?@?G??G,NhCOaA??G@?C?@?G??G,leaf_degree_two,pendant_path_fold,665,5581,862,7352,78258,39129/286615
15,NhCOaA??G?_C?@?G?C?,NhCOaA??G@?C?@?G?C?,leaf_degree_two,pendant_path_fold,862,7352,1125,9714,102468,17078/161625
15,NhCOaA??G?_C?@?GO??,NhCOaA??G@?C?@?GO??,leaf_degree_two,pendant_path_fold,865,7401,1122,9736,117718,58859/485265
15,NhCOaA??G?_C?@_???G,NhCOaA??G@?C?@_???G,leaf_degree_two,pendant_path_fold,689,5781,880,7525,97445,19489/121264
15,NhCOaA??G?_C?@_?O??,NhCOaA??G@?C?@_?O??,leaf_degree_two,pendant_path_fold,898,7646,1152,9969,143970,23995/172416
15,NhCOaA??G?_C?G_???G,NhCOaA??G@?C?G_???G,leaf_degree_two,pendant_path_fold,880,7525,1135,9851,128005,25601/199760
15,NhCOaA??G?_C_???_?G,NhCOaA??G@?C_???_?G,leaf_degree_two,pendant_path_fold,645,5365,814,6912,91130,9113/52503
15,NhCOaA??G?_C_???_?O,NhCOaA??G@?C_???_?O,leaf_degree_two,pendant_path_fold,792,6737,1003,8691,126061,126061/794376
15,NhCOaA??G?_C_???o??,NhCOaA??G@?C_???o??,leaf_degree_two,pendant_path_fold,937,7957,1190,10276,159782,11413/79645
15,NhCOaA??G?o??@??o??,NhCOaA??G@O??@??o??,leaf_degree_two,pendant_path_fold,726,6002,894,7546,112608,3128/18029
15,NhCOaA??G?o??@?@??_,NhCOaA??G@O??@?@??_,leaf_degree_two,pendant_path_fold,814,6912,1003,8691,141738,70869/408221
15,NhCOaA??G?o??@?@O??,NhCOaA??G@O??@?@O??,leaf_degree_two,pendant_path_fold,894,7546,1104,9497,159534,8863/54832
15,NhCOaA??G?o??@_???G,NhCOaA??G@O??@_???G,leaf_degree_two,pendant_path_fold,809,6729,998,8466,133452,66726/403691
15,NhCOaA??G?o??@_?O??,NhCOaA??G@O??@_?O??,leaf_degree_two,pendant_path_fold,1060,8917,1312,11233,207876,51969/347680
15,NhCOc?@?G?_A?C_???G,NhCOc?@?G?_A?C_?O??,leaf_degree_two,pendant_path_fold,426,3486,546,4584,49428,1373/6461
15,NhCOc?@?G?_A?G??_?O,NhCOc?@?G@?C?G??_?O,cherry,fold,390,3138,582,4828,56604,4717/18915
15,NhCOc?@?G?_A?G??_C?,NhCOc?@?G?_A?G?G?C?,leaf_degree_two,pendant_path_fold,453,3677,582,4828,47070,2615/14647
15,NhCOc?@?G?_A?G??_G?,NhCOc?@?G?_A?G?G?G?,leaf_degree_two,pendant_path_fold,450,3682,574,4810,51032,12758/64575
15,NhCOc?@?G?_A?G??o??,NhCOc?@?G?_A?G?GO??,leaf_degree_two,pendant_path_fold,445,3657,564,4757,54317,54317/250980
15,NhCOc?@?G?_A?G?O??G,NhCOc?@?G?_A?G?O?G?,leaf_degree_two,pendant_path_fold,457,3745,588,4929,50493,16831/89572
15,NhCOc?@?G?_A?G_???G,NhCOc?@?G?_A?G_?O??,leaf_degree_two,pendant_path_fold,457,3761,588,4953,52053,17351/89572
15,NhCOc?@?G?_A?O??_?G,NhCOc?@?G?_A?O??_?O,leaf_degree_two,pendant_path_fold,346,2718,418,3390,36816,9204/36157
15,NhCOc?@?G?_A?O??_?O,NhCOc?@?G?_A?O?O?G?,cherry,fold,418,3390,631,5255,57500,28750/131879
15,NhCOc?@?G?_A?O??_G?,NhCOc?@?G?_A?O?O?G?,leaf_degree_two,pendant_path_fold,488,3985,631,5255,49905,49905/307928
15,NhCOc?@?G?_A?O??o??,NhCOc?@?G?_A?O?OO??,leaf_degree_two,pendant_path_fold,481,3953,618,5192,54398,27199/148629
15,NhCOc?@?G?_A?O_???G,NhCOc?@?G?_A?O_?O??,leaf_degree_two,pendant_path_fold,486,3994,628,5269,52502,26251/152604
15,NhCOc?@?G?_A_???_?G,NhCOc?@?G?_A_???_?O,leaf_degree_two,pendant_path_fold,361,2841,438,3554,38636,19318/79059
15,NhCOc?@?G?_A_???_?O,NhCOc?@?G?_A_?_?O??,cherry,fold,438,3554,666,5532,56052,519/2701
15,NhCOc?@?G?_A_???o??,NhCOc?@?G?_A_?_?O??,leaf_degree_two,pendant_path_fold,513,4185,666,5532,50706,313/2109
15,NhCOc?@?G?_C?@?G??G,NhCOc?@?G@?C?@?G??G,leaf_degree_two,pendant_path_fold,413,3293,529,4317,40924,40924/218477
15,NhCOc?@?G?_C?@?G?C?,NhCOc?@?G@?C?@?G?C?,leaf_degree_two,pendant_path_fold,529,4317,684,5683,53479,53479/361836
15,NhCOc?@?G?_C?@?G?G?,NhCOc?@?G@?C?@?G?G?,leaf_degree_two,pendant_path_fold,523,4310,672,5649,58107,2767/16736
15,NhCOc?@?G?_C?@?GO??,NhCOc?@?G@?C?@?GO??,leaf_degree_two,pendant_path_fold,515,4270,658,5576,61980,6198/33887
15,NhCOc?@?G?_C?@?O??G,NhCOc?@?G@?C?@?O??G,leaf_degree_two,pendant_path_fold,419,3372,529,4369,46823,46823/221651
15,NhCOc?@?G?_C?@?O?G?,NhCOc?@?G@?C?@?O?G?,leaf_degree_two,pendant_path_fold,538,4434,684,5761,66562,33281/183996
15,NhCOc?@?G?_C?@?OO??,NhCOc?@?G@?C?@?OO??,leaf_degree_two,pendant_path_fold,529,4391,669,5685,69786,23262/117967
15,NhCOc?@?G?_C?@_???G,NhCOc?@?G@?C?@_???G,leaf_degree_two,pendant_path_fold,421,3401,525,4365,52140,3476/14735
15,NhCOc?@?G?_C?@_?O??,NhCOc?@?G@?C?@_?O??,leaf_degree_two,pendant_path_fold,541,4477,678,5756,78590,39295/183399
15,NhCOc?@?G?_C?G?O??G,NhCOc?@?G@?C?G?O??G,leaf_degree_two,pendant_path_fold,529,4369,676,5699,61327,61327/357604
15,NhCOc?@?G?_C?G_???G,NhCOc?@?G@?C?G_???G,leaf_degree_two,pendant_path_fold,525,4365,664,5651,68415,4561/23240
15,NhCOc?@?G?_C?O??_?G,NhCOc?@?G@?C?O??_?G,leaf_degree_two,pendant_path_fold,393,3131,490,4014,43312,21656/96285
15,NhCOc?@?G?_C?O??_?O,NhCOc?@?G@?C?O??_?O,leaf_degree_two,pendant_path_fold,477,3913,598,5028,58382,29191/142623
15,NhCOc?@?G?_C?O??_G?,NhCOc?@?G@?C?O??_G?,leaf_degree_two,pendant_path_fold,559,4606,704,5929,71687,6517/35776
15,NhCOc?@?G?_C?O??o??,NhCOc?@?G@?C?O??o??,leaf_degree_two,pendant_path_fold,549,4559,688,5849,74509,74509/377712
15,NhCOc?@?G?_C?O_???G,NhCOc?@?G@?C?O_???G,leaf_degree_two,pendant_path_fold,553,4595,690,5874,77772,12962/63595
15,NhCOc?@?G?_C_???_?G,NhCOc?@?G@?C_???_?G,leaf_degree_two,pendant_path_fold,405,3239,496,4089,49501,49501/200880
15,NhCOc?@?G?_C_???_?O,NhCOc?@?G@?C_???_?O,leaf_degree_two,pendant_path_fold,493,4057,606,5128,69562,34781/149379
15,NhCOc?@?G?_C_???o??,NhCOc?@?G@?C_???o??,leaf_degree_two,pendant_path_fold,579,4782,714,6052,89760,880/4053
15,NhCOc?@?G?_G?@??_G?,NhCOc?@?G@?G?@??_G?,leaf_degree_two,pendant_path_fold,438,3490,534,4370,50400,1400/6497
15,NhCOc?@?G?_G?@??o??,NhCOc?@?G@?G?@??o??,leaf_degree_two,pendant_path_fold,433,3471,525,4329,52182,17394/75775
15,NhCOc?@?G?_G?@?@??_,NhCOc?@?G@?G?@?@??_,leaf_degree_two,pendant_path_fold,490,4014,598,5028,63348,15837/73255
15,NhCOc?@?G?_G?@?@?G?,NhCOc?@?G@?G?@?@?G?,leaf_degree_two,pendant_path_fold,534,4370,654,5482,69408,1928/9701
15,NhCOc?@?G?_G?@?@O??,NhCOc?@?G@?G?@?@O??,leaf_degree_two,pendant_path_fold,525,4329,640,5413,71265,4751/22400
15,NhCOc?@?G?_G?@?O??G,NhCOc?@?G@?G?@?O??G,leaf_degree_two,pendant_path_fold,485,3903,593,4893,58626,58626/287605
15,NhCOc?@?G?_G?@?O?G?,NhCOc?@?G@?G?@?O?G?,leaf_degree_two,pendant_path_fold,628,5149,772,6469,87504,5469/30301
15,NhCOc?@?G?_G?@?OO??,NhCOc?@?G@?G?@?OO??,leaf_degree_two,pendant_path_fold,615,5090,753,6377,89085,5939/30873
15,NhCOc?@?G?_G?@_???G,NhCOc?@?G@?G?@_???G,leaf_degree_two,pendant_path_fold,483,3916,585,4873,62799,20933/94185
15,NhCOc?@?G?_G?@_?O??,NhCOc?@?G@?G?@_?O??,leaf_degree_two,pendant_path_fold,625,5169,760,6441,97185,1023/5000
15,NhCOc?@?G?_G?O_???G,NhCOc?@?G@?G?O_???G,leaf_degree_two,pendant_path_fold,618,5122,754,6398,91976,22994/116493
15,NhCOc?@?G?_G_???_?G,NhCOc?@?G@?G_???_?G,leaf_degree_two,pendant_path_fold,447,3586,537,4433,55869,18623/80013
15,NhCOc?@?G?_G_???_?O,NhCOc?@?G@?G_???_?O,leaf_degree_two,pendant_path_fold,546,4498,658,5566,79352,218/987
15,NhCOc?@?G?_G_???o??,NhCOc?@?G@?G_???o??,leaf_degree_two,pendant_path_fold,643,5306,777,6573,103677,4937/23791
15,NhCOc?@?G?o??@??_?G,NhCOc?@?G@O??@??_?G,leaf_degree_two,pendant_path_fold,325,2481,381,3009,32664,10888/41275
15,NhCOc?@?G?o??@??_?O,NhCOc?@?G@O??@??_?O,leaf_degree_two,pendant_path_fold,381,3009,448,3653,43761,14587/56896
15,NhCOc?@?G?o??@??_?_,NhCOc?@?G@O??@??_?_,leaf_degree_two,pendant_path_fold,435,3476,513,4225,54687,18229/74385
15,NhCOc?@?G?o??@??o??,NhCOc?@?G@O??@??o??,leaf_degree_two,pendant_path_fold,487,3882,576,4725,65043,7227/31168
15,NhCOc?@?G?o??@?@??_,NhCOc?@?G@O??@?@??_,leaf_degree_two,pendant_path_fold,546,4474,646,5444,82220,20555/88179
15,NhCOc?@?G?o??@?@O??,NhCOc?@?G@O??@?@O??,leaf_degree_two,pendant_path_fold,597,4877,708,5941,93861,10429/46964
15,NhCOc?@?G?o??@_???G,NhCOc?@?G@O??@_???G,leaf_degree_two,pendant_path_fold,541,4349,641,5297,77968,77968/346781
15,NhCOc?@?G?o??@_?O??,NhCOc?@?G@O??@_?O??,leaf_degree_two,pendant_path_fold,705,5757,838,7020,124734,20789/98465
15,NhCOc?@?G@?C?G?O??G,NhCOc?@?G@?C?G?O?G?,leaf_degree_two,pendant_path_fold,676,5699,879,7531,81535,81535/594204
15,NhCOc?@?G@?C?G_???G,NhCOc?@?G@?C?G_?O??,leaf_degree_two,pendant_path_fold,664,5651,861,7462,89257,311/1992
15,NhCOc?@?G@?C?O??_?O,NhCOc?@?G@?C?O?O?G?,cherry,fold,598,5028,919,7847,71774,35887/274781
15,NhCOc?@?G@?C?O??_G?,NhCOc?@?G@?C?O?O?G?,leaf_degree_two,pendant_path_fold,704,5929,919,7847,75537,6867/58816
15,NhCOc?@?G@?C?O??o??,NhCOc?@?G@?C?O?OO??,leaf_degree_two,pendant_path_fold,688,5849,894,7720,82354,41177/307536
15,NhCOc?@?G@?C?O_???G,NhCOc?@?G@?C?O_?O??,leaf_degree_two,pendant_path_fold,690,5874,898,7768,85068,7089/51635
15,NhCOc?@?G@?C_???_?G,NhCOc?@?G@?C_???_?O,leaf_degree_two,pendant_path_fold,496,4089,606,5128,65554,32777/150288
15,NhCOc?@?G@?C_???_?O,NhCOc?@?G@?C_?_?O??,cherry,fold,606,5128,933,8018,74484,4138/31411
15,NhCOc?@?G@?C_???o??,NhCOc?@?G@?C_?_?O??,leaf_degree_two,pendant_path_fold,714,6052,933,8018,78336,256/2177
15,NhCOc?@?G@?G?@?@?G?,NhCOc?@?OA?G?@?@?G?,cherry,fold,654,5482,1011,8571,63132,10522/110199
15,NhCOc?@?G@?G?@?@O??,NhCOc?@?OA?G?@?@O??,cherry,fold,640,5413,982,8428,78354,39177/314240
15,NhCOc?@?G@?G?@?O??G,NhCOc?@?G@?G?O?O??G,leaf_degree_two,pendant_path_fold,593,4893,772,6469,58721,58721/457796
15,NhCOc?@?G@?G?@?O?G?,NhCOc?@?G@?G?O?O?G?,leaf_degree_two,pendant_path_fold,772,6469,1011,8571,76653,25551/260164
15,NhCOc?@?G@?G?@?OO??,NhCOc?@?G@?G?O?OO??,leaf_degree_two,pendant_path_fold,753,6377,982,8428,84070,42035/369723
15,NhCOc?@?G@?G?@_???G,NhCOc?@?G@?G?O_???G,leaf_degree_two,pendant_path_fold,585,4873,754,6398,68588,2638/16965
15,NhCOc?@?G@?G?@_?O??,NhCOc?@?G@?G?O_?O??,leaf_degree_two,pendant_path_fold,760,6441,984,8469,98496,27/205
15,NhCOc?@?G@?G?O_???G,NhCOc?@?G@?G?O_?O??,leaf_degree_two,pendant_path_fold,754,6398,984,8469,89994,14999/123656
15,NhCOc?@?G@?G_???_?G,NhCOc?@?G@?G_???_?O,leaf_degree_two,pendant_path_fold,537,4433,658,5566,72028,36014/176673
15,NhCOc?@?G@?G_???_?O,NhCOc?@?G@?G_?_?O??,cherry,fold,658,5566,1018,8716,68940,17235/167461
15,NhCOc?@?G@?G_???o??,NhCOc?@?G@?G_?_?O??,leaf_degree_two,pendant_path_fold,777,6573,1018,8716,81018,1929/18833
15,NhCOc?@?G@O??@??_?O,NhCOc?@?OAO??@??_?O,broom,shorten,448,3653,646,5444,79074,39537/144704
15,NhCOc?@?G@O??@??_?_,NhCOc?@?G@O??@?@??_,leaf_degree_two,pendant_path_fold,513,4225,646,5444,63422,1669/8721
15,NhCOc?@?G@O??@??o??,NhCOc?@?G@O??@?@O??,leaf_degree_two,pendant_path_fold,576,4725,708,5941,76716,2131/11328
15,NhCOc?@?G@O??@?@??_,NhCOc?@?OAO??@?@??_,broom,shorten,646,5444,943,8147,129270,64635/304589
15,NhCOc?@?G@O??@?@O??,NhCOc?@?G@O?_?_?O??,cherry,fold,708,5941,1101,9318,56103,18701/259836
15,NhCOc?@?G@O??@_???G,NhCOc?@?G@O?_?_???G,leaf_degree_two,pendant_path_fold,641,5297,838,7020,60934,30467/268579
15,NhCOc?@?G@O??@_?O??,NhCOc?@?G@O?_?_?O??,leaf_degree_two,pendant_path_fold,838,7020,1101,9318,79464,13244/153773
15,NhCOc?@?GA?@?O??_G?,NhCOc?@?OA?@?O??_G?,leaf_degree_two,pendant_path_fold,699,5770,914,7640,66580,33290/319443
15,NhCOc?@?GA?@?O??o??,NhCOc?@?OA?@?O??o??,leaf_degree_two,pendant_path_fold,683,5696,889,7521,73099,73099/607187
15,NhCOc?@?GA?@?O?O?G?,NhCOc?@?OA?@?O?O?G?,leaf_degree_two,pendant_path_fold,914,7640,1201,10134,86836,43418/548857
15,NhCOc?@?GA?@?O?OO??,NhCOc?@?OA?@?O?OO??,leaf_degree_two,pendant_path_fold,889,7521,1164,9955,95551,95551/1034796
15,NhCOc?@?GA?@?O_???G,NhCOc?@?OA?@?O_???G,leaf_degree_two,pendant_path_fold,685,5723,888,7533,78081,26027/202760
15,NhCOc?@?GA?@?O_?O??,NhCOc?@?OA?@?O_?O??,leaf_degree_two,pendant_path_fold,893,7573,1162,9980,112314,56157/518833
15,NhCOc?@?GA?@_???_?G,NhCOc?@?OA?@_???_?G,leaf_degree_two,pendant_path_fold,491,3984,625,5185,55835,11167/61375
15,NhCOc?@?GA?@_???_?O,NhCOc?@?OA?@_???_?O,leaf_degree_two,pendant_path_fold,601,5001,768,6517,75949,75949/461568
15,NhCOc?@?GA?@_???o??,NhCOc?@?OA?@_???o??,leaf_degree_two,pendant_path_fold,709,5903,909,7701,94182,31394/214827
15,NhCOc?@?GA?@_?_?O??,NhCOc?@?OA?@_?_?O??,leaf_degree_two,pendant_path_fold,928,7825,1194,10220,141110,70555/554016
15,NhCOc?@?GA?G?O_???G,NhCOc?@?OA?G?O_???G,leaf_degree_two,pendant_path_fold,888,7533,1159,9947,102189,34063/343064
15,NhCOc?@?GA?G_???_?G,NhCOc?@?OA?G_???_?G,leaf_degree_two,pendant_path_fold,625,5185,804,6787,73135,14627/100500
15,NhCOc?@?GA?G_???_?O,NhCOc?@?OA?G_???_?O,leaf_degree_two,pendant_path_fold,768,6517,991,8539,99605,99605/761088
15,NhCOc?@?GA?G_???o??,NhCOc?@?OA?G_???o??,leaf_degree_two,pendant_path_fold,909,7701,1176,10099,123615,13735/118776
15,NhCOc?@?GAO??@??_?_,NhCOc?@?OAO??@??_?_,leaf_degree_two,pendant_path_fold,589,4891,744,6309,77097,829/4712
15,NhCOc?@?GAO??@??o??,NhCOc?@?OAO??@??o??,leaf_degree_two,pendant_path_fold,663,5474,840,7069,88587,579/3640
15,NhCOc?@?GAO??@?@??_,NhCOc?@?OAO??@?@??_,leaf_degree_two,pendant_path_fold,744,6309,943,8147,111981,37327/233864
15,NhCOc?@?GAO??@?@O??,NhCOc?@?OAO??@?@O??,leaf_degree_two,pendant_path_fold,817,6889,1038,8904,123786,20631/141341
15,NhCOc?@?GAO??@_???G,NhCOc?@?OAO??@_???G,leaf_degree_two,pendant_path_fold,739,6140,938,7934,103906,51953/346591
15,NhCOc?@?GAO??@_?O??,NhCOc?@?OAO??@_?O??,leaf_degree_two,pendant_path_fold,969,8145,1234,10536,158454,26409/199291
15,NhCOc?@?K??@?@_???G,NhCOc?@?S??@?@_???G,leaf_degree_two,pendant_path_fold,573,4627,705,5821,73398,24466/134655
15,NhCOc?@?K??@?@_?O??,NhCOc?@?S??@?@_?O??,leaf_degree_two,pendant_path_fold,748,6129,924,7721,112112,91/561
15,NhCOc?@?K??@?A?A?@?,NhCOc?@?S??@?A?A?@?,leaf_degree_two,pendant_path_fold,804,6787,991,8539,139439,139439/796764
15,NhCOc?@?K??@?A?AO??,NhCOc?@?S??@?A?AO??,leaf_degree_two,pendant_path_fold,840,7069,1038,8904,141738,23623/145320
15,NhCOc?@?K??@?A_???G,NhCOc?@?S??@?A_???G,leaf_degree_two,pendant_path_fold,705,5821,870,7330,103380,3446/20445
15,NhCOc?@?K??@?A_?O??,NhCOc?@?S??@?A_?O??,leaf_degree_two,pendant_path_fold,924,7721,1144,9733,160468,521/3432
15,NhCOc?@?K??@_???o??,NhCOc?@?S??@_???o??,leaf_degree_two,pendant_path_fold,835,6878,1033,8669,133641,133641/862555
15,NhCOc?@?K??@_?_?O??,NhCOc?@?S??@_?_?O??,leaf_degree_two,pendant_path_fold,1098,9132,1362,11520,211176,5866/41541
15,NhCP?CAG??o??@??_?G,NhCP?CAG@?O??@??_?G,leaf_degree_two,pendant_path_fold,561,4385,735,5818,40923,4547/45815
15,NhCP?CAG@?O??@??_?G,NhCP?CAG@?O??@??_?O,leaf_degree_two,pendant_path_fold,735,5818,838,6850,159266,79633/307965
15,NhCP?CAGA?O??@??_?G,NhCP?CAGA?O??@??_?O,leaf_degree_two,pendant_path_fold,691,5560,795,6598,139018,139018/549345
15,NhCP?CAGC??@?@??_?O,NhG`?CAGC??@?@??_?O,cherry,fold,495,3938,762,6148,42504,644/5715
15,NhCP?CAGC??@?@??_?_,NhCP?CAGC??@?@?@??_,leaf_degree_two,pendant_path_fold,547,4432,654,5482,100126,50063/178869
15,NhCP?CAGC??@?@??_@?,NhCP?CAGC??@?@?@?@?,leaf_degree_two,pendant_path_fold,597,4867,703,5914,109157,109157/419691
15,NhCP?CAGC??@?@??o??,NhCP?CAGC??@?@?@O??,leaf_degree_two,pendant_path_fold,645,5243,750,6286,122220,1358/5375
15,NhCP?CAO??o??@??_?G,NhCP?CAOA?O??@??_?G,leaf_degree_two,pendant_path_fold,523,4160,678,5490,50790,8465/59099
15,NhCP?CAOA?O??@??_?G,NhCP?CAOA?O??@??_?O,leaf_degree_two,pendant_path_fold,678,5490,784,6541,130638,21773/88592
15,NhCP?CAOC??@?@??_?O,NhG`?CAOC??@?@??_?O,cherry,fold,478,3850,730,5986,50808,174/1195
15,NhCP?CAOC??@?@??_?_,NhCP?CAOC??@?@?@??_,leaf_degree_two,pendant_path_fold,531,4350,640,5413,90303,30101/113280
15,NhCP?CAOC??@?@??_@?,NhCP?CAOC??@?@?@?@?,leaf_degree_two,pendant_path_fold,582,4790,690,5850,99600,1660/6693
15,NhCP?CAOC??@?@??o??,NhCP?CAOC??@?@?@O??,leaf_degree_two,pendant_path_fold,631,5170,738,6226,113146,56573/232839
15,NhCP?CA_??_@?@?@?@?,NhG`?CA_??_@?@?@?@?,cherry,fold,415,3370,622,5194,59370,5937/25813
15,NhCP?CA_??_@?@?@?A?,NhG`?CA_??_@?@?@?A?,cherry,fold,438,3566,660,5509,59382,3299/16060
15,NhCP?CA_??_@?@?@O??,NhG`?CA_??_@?@?@O??,cherry,fold,459,3726,696,5773,56511,2093/11832
15,NhCP?CA_??_@?@?A??G,NhCP?CA_??_@?A?A??G,leaf_degree_two,pendant_path_fold,385,3065,471,3882,50955,3397/12089
15,NhCP?CA_??_@?@?A?@?,NhCP?CA_??_@?A?A?@?,leaf_degree_two,pendant_path_fold,471,3882,586,4972,66960,11160/46001
15,NhCP?CA_??_@?@?A?A?,NhCP?CA_??_@?A?A?A?,leaf_degree_two,pendant_path_fold,493,4075,606,5158,73444,36722/149379
15,NhCP?CA_??_@?@?AO??,NhCP?CA_??_@?A?AO??,leaf_degree_two,pendant_path_fold,513,4231,624,5305,81321,27107/106704
15,NhCP?CA_??_@?@?C??G,NhCP?CA_??_@?A?C??G,leaf_degree_two,pendant_path_fold,435,3500,519,4310,58350,3890/15051
15,NhCP?CA_??_@?@?C?A?,NhCP?CA_??_@?A?C?A?,leaf_degree_two,pendant_path_fold,546,4522,658,5602,83216,2972/12831
15,NhCP?CA_??_@?@?CO??,NhCP?CA_??_@?A?CO??,leaf_degree_two,pendant_path_fold,565,4675,675,5746,90865,18173/76275
15,NhCP?CA_??_@?@_???G,NhCP?CA_??_@?A_???G,leaf_degree_two,pendant_path_fold,481,3865,563,4666,68351,68351/270803
15,NhCP?CA_??_@?@_?O??,NhCP?CA_??_@?A_?O??,leaf_degree_two,pendant_path_fold,615,5058,724,6125,104883,34961/148420
15,NhCP?C_?H?O??@??_?G,NhCP@?_?H?O??@??_?G,leaf_degree_two,pendant_path_fold,664,5178,873,6877,45934,22967/289836
15,NhCP?C_?I?O??@??_?G,NhCP@?_?I?O??@??_?G,leaf_degree_two,pendant_path_fold,625,4953,819,6568,48493,48493/511875
15,NhCP?C_?K??@?@??_?O,NhCP@?_?K??@?@??_?O,leaf_degree_two,pendant_path_fold,449,3513,583,4642,36179,3289/23797
15,NhCP?C_?K??@?@??_?_,NhCP@?_?K??@?@??_?_,leaf_degree_two,pendant_path_fold,496,3954,645,5227,42262,21131/159960
15,NhCP?C_?K??@?@??_@?,NhCP@?_?K??@?@??_@?,leaf_degree_two,pendant_path_fold,541,4341,705,5743,46558,46558/381405
15,NhCP?C_?K??@?@??o??,NhCP@?_?K??@?@??o??,leaf_degree_two,pendant_path_fold,584,4674,763,6190,48698,24349/222796
15,NhCP?C_G@?O??@??_?G,NhCP@?_G@?O??@??_?G,leaf_degree_two,pendant_path_fold,873,6877,1152,9143,59535,735/12416
15,NhCP?C_GA?O??@??_?G,NhCP@?_GA?O??@??_?G,leaf_degree_two,pendant_path_fold,819,6568,1078,8722,63014,643/9009
15,NhCP?C_GC??@?@??_?O,NhCP@?_GC??@?@??_?O,leaf_degree_two,pendant_path_fold,583,4642,762,6148,47080,2140/20193
15,NhCP?C_GC??@?@??_?_,NhCP@?_GC??@?@??_?_,leaf_degree_two,pendant_path_fold,645,5227,844,6925,55037,55037/544380
15,NhCP?C_GC??@?@??_@?,NhCP@?_GC??@?@??_@?,leaf_degree_two,pendant_path_fold,705,5743,924,7613,60633,6737/72380
15,NhCP?C_GC??@?@??o??,NhCP@?_GC??@?@??o??,leaf_degree_two,pendant_path_fold,763,6190,1002,8212,63376,31688/382263
15,NhCP?C_O??o??@??_?G,NhCP@?_O??o??@??_?G,leaf_degree_two,pendant_path_fold,616,4902,805,6489,51114,3651/35420
15,NhCP?C_OA?O??@??_?G,NhCP@?_OA?O??@??_?G,leaf_degree_two,pendant_path_fold,801,6475,1050,8578,72228,12038/140175
15,NhCP?C_OC??@?@??_?O,NhCP@?_OC??@?@??_?O,leaf_degree_two,pendant_path_fold,561,4531,730,5986,50516,346/2805
15,NhCP?C_OC??@?@??_?_,NhCP@?_OC??@?@??_?_,leaf_degree_two,pendant_path_fold,624,5122,813,6769,59670,255/2168
15,NhCP?C_OC??@?@??_@?,NhCP@?_OC??@?@??_@?,leaf_degree_two,pendant_path_fold,685,5643,894,7462,66628,33314/306195
15,NhCP?C_OC??@?@??o??,NhCP@?_OC??@?@??o??,leaf_degree_two,pendant_path_fold,744,6094,973,8065,70898,35449/361956
