n,input_graph6,output_graph6,case,move,N_old,R_old,N_new,R_new,cross_score,mean_gain
15,NhCP?C__??_@?@?@?@?,NhCP@?__??_@?@?@?@?,leaf_degree_two,pendant_path_fold,483,3952,622,5194,50558,25279/150213
15,NhCP?C__??_@?@?@?A?,NhCP@?__??_@?@?@?A?,leaf_degree_two,pendant_path_fold,511,4186,660,5509,52339,7477/48180
15,NhCP?C__??_@?@?@O??,NhCP@?__??_@?@?@O??,leaf_degree_two,pendant_path_fold,537,4379,696,5773,52317,5813/41528
15,NhCP?C__??_@?@?A??G,NhCP@?__??_@?@?A??G,leaf_degree_two,pendant_path_fold,448,3594,577,4725,43062,21531/129248
15,NhCP?C__??_@?@?A?@?,NhCP@?__??_@?@?A?@?,leaf_degree_two,pendant_path_fold,549,4555,708,5989,63021,21007/129564
15,NhCP?C__??_@?@?A?A?,NhCP@?__??_@?@?A?A?,leaf_degree_two,pendant_path_fold,576,4786,745,6301,63806,31903/214560
15,NhCP?C__??_@?@?AO??,NhCP@?__??_@?@?AO??,leaf_degree_two,pendant_path_fold,601,4975,780,6561,62661,20887/156260
15,NhCP?C__??_@?@?C??G,NhCP@?__??_@?@?C??G,leaf_degree_two,pendant_path_fold,508,4110,657,5413,49534,24767/166878
15,NhCP?C__??_@?@?C?A?,NhCP@?__??_@?@?C?A?,leaf_degree_two,pendant_path_fold,639,5314,828,7001,73647,8183/58788
15,NhCP?C__??_@?@?CO??,NhCP@?__??_@?@?CO??,leaf_degree_two,pendant_path_fold,663,5500,862,7258,71054,35527/285753
15,NhCP?C__??_@?@_???G,NhCP@?__??_@?@_???G,leaf_degree_two,pendant_path_fold,564,4546,733,6001,52346,26173/206706
15,NhCP?C__??_@?@_?O??,NhCP@?__??_@?@_?O??,leaf_degree_two,pendant_path_fold,723,5954,942,7864,77004,4278/37837
15,NhCP?D??G?o??@??_?G,NhCP@@??G?o??@??_?G,leaf_degree_two,pendant_path_fold,429,3329,553,4377,36796,36796/237237
15,NhCP?D??G@O??@??_?G,NhCP@@??G@O??@??_?G,leaf_degree_two,pendant_path_fold,525,4181,679,5502,49651,7093/50925
15,NhCP?D??I?O??@??_?G,NhCP@@??I?O??@??_?G,leaf_degree_two,pendant_path_fold,619,4932,803,6496,60628,60628/497057
15,NhCP?D??K??@?@??_?O,NhCP@@??K??@?@??_?O,leaf_degree_two,pendant_path_fold,435,3452,559,4530,40882,40882/243165
15,NhCP?D??K??@?@??_?_,NhCP@@??K??@?@??_?_,leaf_degree_two,pendant_path_fold,484,3906,623,5128,48514,24257/150766
15,NhCP?D??K??@?@??_@?,NhCP@@??K??@?@??_@?,leaf_degree_two,pendant_path_fold,531,4304,685,5655,54565,10913/72747
15,NhCP?D??K??@?@??o??,NhCP@@??K??@?@??o??,leaf_degree_two,pendant_path_fold,576,4646,745,6111,58666,29333/214560
15,NhCP?D?OA?O??@??_?G,NhCP@@?OA?O??@??_?G,leaf_degree_two,pendant_path_fold,810,6538,1054,8618,89528,722/6885
15,NhCP?D?OC??@?@??_?O,NhCP@@?OC??@?@??_?O,leaf_degree_two,pendant_path_fold,562,4554,726,5986,57928,14482/102003
15,NhCP?D?OC??@?@??_?_,NhCP@@?OC??@?@??_?_,leaf_degree_two,pendant_path_fold,627,5158,811,6782,69176,69176/508497
15,NhCP?D?OC??@?@??_@?,NhCP@@?OC??@?@??_@?,leaf_degree_two,pendant_path_fold,690,5690,894,7486,78480,436/3427
15,NhCP?D?OC??@?@??o??,NhCP@@?OC??@?@??o??,leaf_degree_two,pendant_path_fold,751,6150,975,8098,85348,85348/732225
15,NhCP?D?_??_@?@?@?@?,NhCP@@?_??_@?@?@?@?,leaf_degree_two,pendant_path_fold,481,3963,615,5182,55297,55297/295815
15,NhCP?D?_??_@?@?@?A?,NhCP@@?_??_@?@?@?A?,leaf_degree_two,pendant_path_fold,510,4202,654,5502,57912,4826/27795
15,NhCP?D?_??_@?@?@O??,NhCP@@?_??_@?@?@O??,leaf_degree_two,pendant_path_fold,537,4399,691,5770,58781,58781/371067
15,NhCP?D?_??_@?@?A??G,NhCP@@?_??_@?@?A??G,leaf_degree_two,pendant_path_fold,445,3597,569,4705,47032,47032/253205
15,NhCP?D?_??_@?@?A?@?,NhCP@@?_??_@?@?A?@?,leaf_degree_two,pendant_path_fold,549,4579,703,5990,69473,69473/385947
15,NhCP?D?_??_@?@?A?A?,NhCP@@?_??_@?@?A?A?,leaf_degree_two,pendant_path_fold,577,4815,741,6307,71224,71224/427557
15,NhCP?D?_??_@?@?AO??,NhCP@@?_??_@?@?AO??,leaf_degree_two,pendant_path_fold,603,5008,777,6571,71097,23699/156177
15,NhCP?D?_??_@?@?C??G,NhCP@@?_??_@?@?C??G,leaf_degree_two,pendant_path_fold,507,4124,651,5404,55104,2624/15717
15,NhCP?D?_??_@?@?C?A?,NhCP@@?_??_@?@?C?A?,leaf_degree_two,pendant_path_fold,642,5354,826,7018,83152,20788/132573
15,NhCP?D?_??_@?@?CO??,NhCP@@?_??_@?@?CO??,leaf_degree_two,pendant_path_fold,667,5544,861,7279,81709,81709/574287
15,NhCP?D?_??_@?@_???G,NhCP@@?_??_@?@_???G,leaf_degree_two,pendant_path_fold,565,4569,729,6001,59764,59764/411885
15,NhCP?D?_??_@?@_?O??,NhCP@@?_??_@?@_?O??,leaf_degree_two,pendant_path_fold,729,6007,943,7894,90125,90125/687447
15,NhCP?E??G?_@?A?C??G,NhCP@A??G?_@?A?C??G,leaf_degree_two,pendant_path_fold,369,2945,463,3810,42355,42355/170847
15,NhCP?E??G?_@?A?C?A?,NhCP@A??G?_@?A?C?A?,leaf_degree_two,pendant_path_fold,463,3810,582,4930,65170,32585/134733
15,NhCP?E??G?_@?A?C?C?,NhCP@A??G?_@?A?C?C?,leaf_degree_two,pendant_path_fold,471,3892,595,5050,62810,12562/56049
15,NhCP?E??G?_@?A?CO??,NhCP@A??G?_@?A?CO??,leaf_degree_two,pendant_path_fold,477,3943,606,5134,59460,9910/48177
15,NhCP?E??G?_@?A?G??G,NhCP@A??G?_@?A?G??G,leaf_degree_two,pendant_path_fold,395,3168,499,4114,44198,44198/197105
15,NhCP?E??G?_@?A?G?C?,NhCP@A??G?_@?A?G?C?,leaf_degree_two,pendant_path_fold,502,4138,636,5377,67486,33743/159636
15,NhCP?E??G?_@?A?GO??,NhCP@A??G?_@?A?GO??,leaf_degree_two,pendant_path_fold,507,4186,646,5458,63050,2425/12597
15,NhCP?E??G?_@?A_???G,NhCP@A??G?_@?A_???G,leaf_degree_two,pendant_path_fold,417,3337,531,4354,43671,14557/73809
15,NhCP?E??G?_@?A_?O??,NhCP@A??G?_@?A_?O??,leaf_degree_two,pendant_path_fold,535,4386,684,5729,64991,64991/365940
15,NhCP?E??G?_@?C??_A?,NhCP@A??G?_@?C??_A?,leaf_degree_two,pendant_path_fold,424,3426,533,4435,54382,27191/112996
15,NhCP?E??G?_@?C??_C?,NhCP@A??G?_@?C??_C?,leaf_degree_two,pendant_path_fold,433,3513,547,4560,52869,52869/236851
15,NhCP?E??G?_@?C??o??,NhCP@A??G?_@?C??o??,leaf_degree_two,pendant_path_fold,440,3570,559,4650,50370,5037/24596
15,NhCP?E??G?_@?C?C?A?,NhCP@A??G?_@?C?C?A?,leaf_degree_two,pendant_path_fold,537,4453,676,5765,85577,85577/363012
15,NhCP?E??G?_@?C?C?C?,NhCP@A??G?_@?C?C?C?,leaf_degree_two,pendant_path_fold,543,4528,687,5878,81018,9002/41449
15,NhCP?E??G?_@?C?CO??,NhCP@A??G?_@?C?CO??,leaf_degree_two,pendant_path_fold,547,4570,696,5953,75571,75571/380712
15,NhCP?E??G?_@?C?G??G,NhCP@A??G?_@?C?G??G,leaf_degree_two,pendant_path_fold,448,3642,567,4732,54922,3923/18144
15,NhCP?E??G?_@?C?G?C?,NhCP@A??G?_@?C?G?C?,leaf_degree_two,pendant_path_fold,573,4771,727,6202,85229,85229/416571
15,NhCP?E??G?_@?C?GO??,NhCP@A??G?_@?C?GO??,leaf_degree_two,pendant_path_fold,576,4810,735,6274,78474,13079/70560
15,NhCP?E??G?_@?C_???G,NhCP@A??G?_@?C_???G,leaf_degree_two,pendant_path_fold,468,3802,597,4963,52890,8815/46566
15,NhCP?E??G?_@?C_?O??,NhCP@A??G?_@?C_?O??,leaf_degree_two,pendant_path_fold,603,5006,772,6541,79591,79591/465516
15,NhCP?E??G?_@?G??_?G,NhCP@A??G?_@?G??_?G,leaf_degree_two,pendant_path_fold,357,2789,451,3624,35929,35929/161007
15,NhCP?E??G?_@?G??_?O,NhCP@A??G?_@?G??_?O,leaf_degree_two,pendant_path_fold,429,3461,543,4498,50319,5591/25883
15,NhCP?E??G?_@?G??_C?,NhCP@A??G?_@?G??_C?,leaf_degree_two,pendant_path_fold,499,4056,633,5275,64777,307/1497
15,NhCP?E??G?_@?G??o??,NhCP@A??G?_@?G??o??,leaf_degree_two,pendant_path_fold,504,4106,643,5358,60274,30137/162036
15,NhCP?E??G?_@?G?G?C?,NhCP@A??G?_@?G?G?C?,leaf_degree_two,pendant_path_fold,642,5326,816,6929,102402,5689/29104
15,NhCP?E??G?_@?G?GO??,NhCP@A??G?_@?G?GO??,leaf_degree_two,pendant_path_fold,643,5358,822,6994,92866,46433/264273
15,NhCP?E??G?_@?G_???G,NhCP@A??G?_@?G_???G,leaf_degree_two,pendant_path_fold,517,4209,661,5499,60834,60834/341737
15,NhCP?E??G?_@?G_?O??,NhCP@A??G?_@?G_?O??,leaf_degree_two,pendant_path_fold,669,5551,858,7258,92844,5158/31889
15,NhCP?E??G?_@_???_?G,NhCP@A??G?_@_???_?G,leaf_degree_two,pendant_path_fold,396,3098,505,4047,38122,19061/99990
15,NhCP?E??G?_@_???_?O,NhCP@A??G?_@_???_?O,leaf_degree_two,pendant_path_fold,481,3873,615,5062,52927,52927/295815
15,NhCP?E??G?_@_???o??,NhCP@A??G?_@_???o??,leaf_degree_two,pendant_path_fold,564,4558,723,5962,67134,11189/67962
15,NhCP?E??G?_@_?_?O??,NhCP@A??G?_@_?_?O??,leaf_degree_two,pendant_path_fold,733,6021,942,7880,104258,52129/345243
15,NhCP?E??G?_A?C?C?A?,NhCP@A??G?_A?C?C?A?,leaf_degree_two,pendant_path_fold,688,5823,867,7539,138291,46097/198832
15,NhCP?E??G?_A?C?C?C?,NhCP@A??G?_A?C?C?C?,leaf_degree_two,pendant_path_fold,690,5882,874,7636,127972,1391/6555
15,NhCP?E??G?_A?C?CO??,NhCP@A??G?_A?C?CO??,leaf_degree_two,pendant_path_fold,690,5904,879,7691,117174,19529/101085
15,NhCP?E??G?_A?C?G??G,NhCP@A??G?_A?C?G??G,leaf_degree_two,pendant_path_fold,557,4653,706,6046,82604,41302/196621
15,NhCP?E??G?_A?C?G?C?,NhCP@A??G?_A?C?G?C?,leaf_degree_two,pendant_path_fold,718,6118,912,7953,130638,21773/109136
15,NhCP?E??G?_A?C?GO??,NhCP@A??G?_A?C?GO??,leaf_degree_two,pendant_path_fold,717,6137,916,8005,118093,118093/656772
15,NhCP?E??G?_A?C_???G,NhCP@A??G?_A?C_???G,leaf_degree_two,pendant_path_fold,573,4793,732,6257,76785,25595/139812
15,NhCP?E??G?_A?C_?O??,NhCP@A??G?_A?C_?O??,leaf_degree_two,pendant_path_fold,742,6324,951,8263,117022,58511/352821
15,NhCP?E??G?_A?G??_?O,NhCP@A??G?_A?G??_?O,leaf_degree_two,pendant_path_fold,519,4310,658,5602,71458,35729/170751
15,NhCP?E??G?_A?G??_C?,NhCP@A??G?_A?G??_C?,leaf_degree_two,pendant_path_fold,607,5064,771,6586,93358,93358/467997
15,NhCP?E??G?_A?G??o??,NhCP@A??G?_A?G??o??,leaf_degree_two,pendant_path_fold,609,5099,778,6654,85264,42632/236901
15,NhCP?E??G?_A?G?G?C?,NhCP@A??G?_A?G?G?C?,leaf_degree_two,pendant_path_fold,786,6670,1000,8677,150122,75061/393000
15,NhCP?E??G?_A?G?GO??,NhCP@A??G?_A?G?GO??,leaf_degree_two,pendant_path_fold,783,6682,1002,8722,133962,22327/130761
15,NhCP?E??G?_A?G_???G,NhCP@A??G?_A?G_???G,leaf_degree_two,pendant_path_fold,621,5197,795,6790,84975,5665/32913
15,NhCP?E??G?_A?G_?O??,NhCP@A??G?_A?G_?O??,leaf_degree_two,pendant_path_fold,807,6866,1036,8977,131263,131263/836052
15,NhCP?E??G?_A_???_?G,NhCP@A??G?_A_???_?G,leaf_degree_two,pendant_path_fold,465,3755,594,4906,50820,154/837
15,NhCP?E??G?_A_???_?O,NhCP@A??G?_A_???_?O,leaf_degree_two,pendant_path_fold,567,4702,726,6146,71130,11855/68607
15,NhCP?E??G?_A_???o??,NhCP@A??G?_A_???o??,leaf_degree_two,pendant_path_fold,667,5542,856,7249,91131,91131/570952
15,NhCP?E??G?_A_?_?O??,NhCP@A??G?_A_?_?O??,leaf_degree_two,pendant_path_fold,870,7332,1119,9595,143142,23857/162255
15,NhCP?E??G?_C?@?G??G,NhCP@A??G?_C?@?G??G,leaf_degree_two,pendant_path_fold,552,4530,701,5893,77406,12901/64492
15,NhCP?E??G?_C?@?G?C?,NhCP@A??G?_C?@?G?C?,leaf_degree_two,pendant_path_fold,713,5959,907,7754,123789,123789/646691
15,NhCP?E??G?_C?@?GO??,NhCP@A??G?_C?@?GO??,leaf_degree_two,pendant_path_fold,712,5982,911,7810,111118,55559/324316
15,NhCP?E??G?_C?@_???G,NhCP@A??G?_C?@_???G,leaf_degree_two,pendant_path_fold,568,4674,727,6108,71346,35673/206468
15,NhCP?E??G?_C?@_?O??,NhCP@A??G?_C?@_?O??,leaf_degree_two,pendant_path_fold,737,6171,946,8070,109824,4992/31691
15,NhCP?E??G?_C?G?G?C?,NhCP@A??G?_C?G?G?C?,leaf_degree_two,pendant_path_fold,928,7865,1182,10236,202578,33763/182816
15,NhCP?E??G?_C?G?GO??,NhCP@A??G?_C?G?GO??,leaf_degree_two,pendant_path_fold,921,7861,1180,10265,178085,35617/217356
15,NhCP?E??G?_C?G_???G,NhCP@A??G?_C?G_???G,leaf_degree_two,pendant_path_fold,723,6076,927,7942,109614,36538/223407
15,NhCP?E??G?_C?G_?O??,NhCP@A??G?_C?G_?O??,leaf_degree_two,pendant_path_fold,943,8038,1212,10513,171703,171703/1142916
15,NhCP?E??G?_C_???_?G,NhCP@A??G?_C_???_?G,leaf_degree_two,pendant_path_fold,532,4338,681,5671,62794,31397/181146
15,NhCP?E??G?_C_???_?O,NhCP@A??G?_C_???_?O,leaf_degree_two,pendant_path_fold,651,5440,835,7114,88814,88814/543585
15,NhCP?E??G?_C_???o??,NhCP@A??G?_C_???o??,leaf_degree_two,pendant_path_fold,768,6418,987,8398,115098,19183/126336
15,NhCP?E??G?_C_?_?O??,NhCP@A??G?_C_?_?O??,leaf_degree_two,pendant_path_fold,1005,8501,1294,11128,183346,91673/650235
15,NhCP?E??G?o??@??o??,NhCP@A??G?o??@??o??,leaf_degree_two,pendant_path_fold,597,4847,766,6342,73372,36686/228651
15,NhCP?E??G?o??@?@??_,NhCP@A??G?o??@?@??_,leaf_degree_two,pendant_path_fold,669,5581,858,7298,93864,15644/95667
15,NhCP?E??G?o??@?@O??,NhCP@A??G?o??@?@O??,leaf_degree_two,pendant_path_fold,733,6087,942,7966,105124,52562/345243
15,NhCP?E??G?o??@_???G,NhCP@A??G?o??@_???G,leaf_degree_two,pendant_path_fold,664,5430,853,7107,87258,43629/283196
15,NhCP?E??G?o??@_?O??,NhCP@A??G?o??@_?O??,leaf_degree_two,pendant_path_fold,867,7186,1116,9409,138027,46009/322524
15,NhCP?E??G?o?_?_?O??,NhCP@A??G?o?_?_?O??,leaf_degree_two,pendant_path_fold,1138,9528,1467,12479,223526,111763/834723
15,NhCP@?_O??o??@??_?G,NhCP@?_OA?O??@??_?G,leaf_degree_two,pendant_path_fold,805,6489,1050,8578,91840,1312/12075
15,NhCP@?__??_@?@?A??G,NhCP@?__??_@?A?A??G,leaf_degree_two,pendant_path_fold,577,4725,708,5989,110353,110353/408516
15,NhCP@?__??_@?@?C??G,NhCP@?__??_@?A?C??G,leaf_degree_two,pendant_path_fold,657,5413,786,6670,127572,21262/86067
15,NhCP@?__??_@?@_???G,NhCP@?__??_@?A_???G,leaf_degree_two,pendant_path_fold,733,6001,860,7249,152657,152657/630380
15,NhCP@@??G?o??@??_?G,NhCP@@??G@O??@??_?G,leaf_degree_two,pendant_path_fold,553,4377,679,5502,70623,10089/53641
15,NhCP@@??G@O??@??_?G,NhCP@@??G@O??@??_?O,leaf_degree_two,pendant_path_fold,679,5502,786,6562,131026,9359/38121
15,NhCP@@??I?O??@??_?G,NhCP@@?OA?O??@??_?G,leaf_degree_two,pendant_path_fold,803,6496,1054,8618,73470,1185/13651
15,NhCP@@??K??@?@??_?O,NhCP@@?OC??@?@??_?O,leaf_degree_two,pendant_path_fold,559,4530,726,5986,57394,28697/202917
15,NhCP@@??K??@?@??_?_,NhCP@@?OC??@?@??_?_,leaf_degree_two,pendant_path_fold,623,5128,811,6782,66378,66378/505253
15,NhCP@@??K??@?@??_@?,NhCP@@?OC??@?@??_@?,leaf_degree_two,pendant_path_fold,685,5655,894,7486,72340,7234/61239
15,NhCP@@??K??@?@??o??,NhCP@@?OC??@?@??o??,leaf_degree_two,pendant_path_fold,745,6111,975,8098,74785,14957/145275
15,NhCP@@?_??_@?@?A??G,NhCP@@?_??_@?A?A??G,leaf_degree_two,pendant_path_fold,569,4705,703,5990,100695,100695/400007
15,NhCP@@?_??_@?@?C??G,NhCP@@?_??_@?A?C??G,leaf_degree_two,pendant_path_fold,651,5404,783,6682,118650,5650/24273
15,NhCP@@?_??_@?@_???G,NhCP@@?_??_@?A_???G,leaf_degree_two,pendant_path_fold,729,6001,859,7270,144971,144971/626211
15,NhCP@A??G?_@?A?G??G,NhCP@A??G?_@?A?G?C?,leaf_degree_two,pendant_path_fold,499,4114,636,5377,66619,66619/317364
15,NhCP@A??G?_@?A_???G,NhCP@A??G?_@?A_?O??,leaf_degree_two,pendant_path_fold,531,4354,684,5729,63963,2369/13452
15,NhCP@A??G?_@?C??_A?,NhCP@A??G?_A?C??_A?,leaf_degree_two,pendant_path_fold,533,4435,676,5765,74685,5745/27716
15,NhCP@A??G?_@?C??_C?,NhCP@A??G?_A?C??_C?,leaf_degree_two,pendant_path_fold,547,4560,687,5878,82546,82546/375789
15,NhCP@A??G?_@?C??o??,NhCP@A??G?_A?C??o??,leaf_degree_two,pendant_path_fold,559,4650,696,5953,91327,91327/389064
15,NhCP@A??G?_@?C?G??G,NhCP@A??G?_A?C?G??G,leaf_degree_two,pendant_path_fold,567,4732,706,6046,87290,6235/28593
15,NhCP@A??G?_@?C_???G,NhCP@A??G?_A?C_???G,leaf_degree_two,pendant_path_fold,597,4963,732,6257,102513,34171/145668
15,NhCP@A??G?_@?G??_?G,NhCP@A??G?_A?G??_?G,leaf_degree_two,pendant_path_fold,451,3624,543,4498,60766,60766/244893
15,NhCP@A??G?_@?G??_?O,NhCP@A??G?_A?G??_?O,leaf_degree_two,pendant_path_fold,543,4498,658,5602,82202,41101/178647
15,NhCP@A??G?_@?G??_C?,NhCP@A??G?_A?G??_C?,leaf_degree_two,pendant_path_fold,633,5275,771,6586,101913,161/771
15,NhCP@A??G?_@?G??o??,NhCP@A??G?_A?G??o??,leaf_degree_two,pendant_path_fold,643,5358,778,6654,109998,54999/250127
15,NhCP@A??G?_@?G_???G,NhCP@A??G?_A?G_???G,leaf_degree_two,pendant_path_fold,661,5499,795,6790,116485,23297/105099
15,NhCP@A??G?_@_???_?G,NhCP@A??G?_A_???_?G,leaf_degree_two,pendant_path_fold,505,4047,594,4906,73612,3346/13635
15,NhCP@A??G?_@_???_?O,NhCP@A??G?_A_???_?O,leaf_degree_two,pendant_path_fold,615,5062,726,6146,104778,5821/24805
15,NhCP@A??G?_@_???o??,NhCP@A??G?_A_???o??,leaf_degree_two,pendant_path_fold,723,5962,856,7249,137555,137555/618888
15,NhCP@A??G?_A?C?G??G,NhCP@A??G?_A?C?G?C?,leaf_degree_two,pendant_path_fold,706,6046,912,7953,100866,16811/107312
15,NhCP@A??G?_A?C_???G,NhCP@A??G?_A?C_?O??,leaf_degree_two,pendant_path_fold,732,6257,951,8263,98109,10901/77348
15,NhCP@A??G?_A?G??_?O,NhCP@A??G@?C?G??_?O,cherry,fold,658,5602,1000,8677,107466,53733/329000
15,NhCP@A??G?_A?G??_C?,NhCP@A??G?_A?G?G?C?,leaf_degree_two,pendant_path_fold,771,6586,1000,8677,103967,103967/771000
15,NhCP@A??G?_A?G??o??,NhCP@A??G?_A?G?GO??,leaf_degree_two,pendant_path_fold,778,6654,1002,8722,118408,29602/194889
15,NhCP@A??G?_A?G_???G,NhCP@A??G?_A?G_?O??,leaf_degree_two,pendant_path_fold,795,6790,1036,8977,102275,20455/164724
15,NhCP@A??G?_A_???_?G,NhCP@A??G?_A_???_?O,leaf_degree_two,pendant_path_fold,594,4906,726,6146,88968,674/3267
15,NhCP@A??G?_A_???_?O,NhCP@A??G?_A_?_?O??,cherry,fold,726,6146,1119,9595,88596,4922/45133
15,NhCP@A??G?_A_???o??,NhCP@A??G?_A_?_?O??,leaf_degree_two,pendant_path_fold,856,7249,1119,9595,101689,101689/957864
15,NhCP@A??G?_C?@?G??G,NhCP@A??G@?C?@?G??G,leaf_degree_two,pendant_path_fold,701,5893,907,7754,90603,90603/635807
15,NhCP@A??G?_C?@?G?C?,NhCP@A??G@?C?@?G?C?,leaf_degree_two,pendant_path_fold,907,7754,1182,10236,118824,19804/178679
15,NhCP@A??G?_C?@?GO??,NhCP@A??G@?C?@?GO??,leaf_degree_two,pendant_path_fold,911,7810,1180,10265,135615,27123/214996
15,NhCP@A??G?_C?@_???G,NhCP@A??G@?C?@_???G,leaf_degree_two,pendant_path_fold,727,6108,927,7942,111718,111718/673929
15,NhCP@A??G?_C?@_?O??,NhCP@A??G@?C?@_?O??,leaf_degree_two,pendant_path_fold,946,8070,1212,10513,164458,82229/573276
15,NhCP@A??G?_C?G_???G,NhCP@A??G@?C?G_???G,leaf_degree_two,pendant_path_fold,927,7942,1194,10388,146928,24488/184473
15,NhCP@A??G?_C_???_?G,NhCP@A??G@?C_???_?G,leaf_degree_two,pendant_path_fold,681,5671,858,7298,104220,5790/32461
15,NhCP@A??G?_C_???_?O,NhCP@A??G@?C_???_?O,leaf_degree_two,pendant_path_fold,835,7114,1056,9169,143731,143731/881760
15,NhCP@A??G?_C_???o??,NhCP@A??G@?C_???o??,leaf_degree_two,pendant_path_fold,987,8398,1252,10837,181823,181823/1235724
15,NhCP@A??G?o??@??o??,NhCP@A??G@O??@??o??,leaf_degree_two,pendant_path_fold,766,6342,942,7966,127792,31948/180393
15,NhCP@A??G?o??@?@??_,NhCP@A??G@O??@?@??_,leaf_degree_two,pendant_path_fold,858,7298,1056,9169,160314,2429/13728
15,NhCP@A??G?o??@?@O??,NhCP@A??G@O??@?@O??,leaf_degree_two,pendant_path_fold,942,7966,1162,10018,180464,45116/273651
15,NhCP@A??G?o??@_???G,NhCP@A??G@O??@_???G,leaf_degree_two,pendant_path_fold,853,7107,1051,8934,151245,151245/896503
15,NhCP@A??G?o??@_?O??,NhCP@A??G@O??@_?O??,leaf_degree_two,pendant_path_fold,1116,9409,1380,11845,234600,85/558
15,NhCPA?@?G@O??@??_?G,NhCPA?@?G@O??@??_?O,leaf_degree_two,pendant_path_fold,439,3460,507,4126,57094,57094/222573
15,NhCPA?@?GAO??@??_?G,NhCPA?@?OAO??@??_?G,leaf_degree_two,pendant_path_fold,504,4006,637,5173,55370,565/3276
15,NhCPA?@?I?O??@??_?G,NhCPA?@?Q?O??@??_?G,leaf_degree_two,pendant_path_fold,567,4480,699,5644,68628,3268/18873
15,NhCPA?@?K??@?@??_?O,NhCPA?@?S??@?@??_?O,leaf_degree_two,pendant_path_fold,399,3136,487,3934,42434,6062/27759
15,NhCPA?@?K??@?@??_?_,NhCPA?@?S??@?@??_?_,leaf_degree_two,pendant_path_fold,444,3550,543,4456,50814,2823/13394
15,NhCPA?@?K??@?@??_@?,NhCPA?@?S??@?@??_@?,leaf_degree_two,pendant_path_fold,487,3912,597,4915,58141,58141/290739
15,NhCPA?@?K??@?@??o??,NhCPA?@?S??@?@??o??,leaf_degree_two,pendant_path_fold,528,4222,649,5311,64130,265/1416
15,NhCPA?@?OAO??@??_?G,NhCPA?@?OAO??@??_?O,leaf_degree_two,pendant_path_fold,637,5173,738,6174,115164,914/3731
15,NhCPA?@?Q?O??@??_?G,NhCPA?@?Q?O??@??_?O,leaf_degree_two,pendant_path_fold,699,5644,811,6742,135374,135374/566889
15,NhCPA?@?S??@?@??_?O,NhCPA@?OC??@?@??_?O,cherry,fold,487,3934,748,6145,49983,49983/364276
15,NhCPA?@?S??@?@??_?_,NhCPA?@?S??@?@?@??_,leaf_degree_two,pendant_path_fold,543,4456,658,5566,90290,45145/178647
15,NhCPA?@?S??@?@??_@?,NhCPA?@?S??@?@?@?@?,leaf_degree_two,pendant_path_fold,597,4915,711,6022,100569,33523/141489
15,NhCPA?@?S??@?@??o??,NhCPA?@?S??@?@?@O??,leaf_degree_two,pendant_path_fold,649,5311,762,6414,115704,19284/82423
15,NhCPA?@O??o??@??_?G,NhCPA@?O??o??@??_?G,leaf_degree_two,pendant_path_fold,632,5026,829,6671,49518,24759/261964
15,NhCPA?@OA?O??@??_?G,NhCPA@?OA?O??@??_?G,leaf_degree_two,pendant_path_fold,829,6671,1092,8865,64353,21451/301756
15,NhCPA?@OC??@?@??_?O,NhCPA@?OC??@?@??_?O,leaf_degree_two,pendant_path_fold,573,4639,748,6145,51113,51113/428604
15,NhCPA?@OC??@?@??_?_,NhCPA@?OC??@?@??_?_,leaf_degree_two,pendant_path_fold,640,5258,837,6969,59214,9869/89280
15,NhCPA?@OC??@?@??_@?,NhCPA@?OC??@?@??_@?,leaf_degree_two,pendant_path_fold,705,5803,924,7697,64413,7157/72380
15,NhCPA?@OC??@?@??o??,NhCPA@?OC??@?@??o??,leaf_degree_two,pendant_path_fold,768,6274,1009,8329,66206,33103/387456
15,NhCPA?@_??_@?@?@?@?,NhCPA@?_??_@?@?@?@?,leaf_degree_two,pendant_path_fold,489,4033,631,5314,53723,53723/308559
15,NhCPA?@_??_@?@?@?A?,NhCPA@?_??_@?@?@?A?,leaf_degree_two,pendant_path_fold,519,4278,672,5645,54939,18313/116256
15,NhCPA?@_??_@?@?@O??,NhCPA@?_??_@?@?@O??,leaf_degree_two,pendant_path_fold,547,4480,711,5922,54054,6006/43213
15,NhCPA?@_??_@?@?A??G,NhCPA@?_??_@?@?A??G,leaf_degree_two,pendant_path_fold,452,3658,583,4820,46026,23013/131758
15,NhCPA?@_??_@?@?A?@?,NhCPA@?_??_@?@?A?@?,leaf_degree_two,pendant_path_fold,559,4664,723,6150,65778,21926/134719
15,NhCPA?@_??_@?@?A?A?,NhCPA@?_??_@?@?A?A?,leaf_degree_two,pendant_path_fold,588,4906,763,6478,65786,4699/32046
15,NhCPA?@_??_@?@?AO??,NhCPA@?_??_@?@?AO??,leaf_degree_two,pendant_path_fold,615,5104,801,6751,63561,21187/164205
15,NhCPA?@_??_@?@?C??G,NhCPA@?_??_@?@?C??G,leaf_degree_two,pendant_path_fold,516,4198,669,5543,51726,8621/57534
15,NhCPA?@_??_@?@?C?A?,NhCPA@?_??_@?@?C?A?,leaf_degree_two,pendant_path_fold,655,5458,852,7213,74299,74299/558060
15,NhCPA?@_??_@?@?CO??,NhCPA@?_??_@?@?CO??,leaf_degree_two,pendant_path_fold,681,5653,889,7483,70406,10058/86487
